sku,qty,is_in_stock,price
I0011077,-3,1,36.57
I0011078,2,0,36.57
I0011079,22,0,31.74
I0011080,8,0,31.74
I0011081,6,0,31.74
I0011082,8,0,31.74
I0011083,21,0,31.74
I0011084,1,0,31.74
I0011085,6,0,33.12
I0011086,2,0,33.12
I0011087,16,0,22.77
I0011088,29,0,23.46
I0011089,31,0,23.46
I0011090,3,0,23.46
I0011091,35,0,23.46
I0011092,80,0,22.77
I0011093,23,0,23.46
I0011094,3,0,23.46
I0011095,3,0,23.46
I0011096,0,1,23.46
I0011097,4,0,60.72
I0011098,-3,1,60.72
I0011099,0,1,63.48
I0011100,0,1,56.58
I0011101,2,0,63.48
I0011102,1,0,63.48
I0011103,3,0,66.24
I0011104,0,1,60.72
I0011105,1,0,63.48
I0011106,-3,1,60.72
I0011107,1,0,55.2
I0011108,0,1,59.8
I0011109,0,1,57.96
I0011110,0,1,60.72
I0011111,0,1,63.48
I0011112,1,0,56.58
I0011113,-3,1,63.48
I0011114,0,1,63.48
I0011115,-1,1,60.72
I0011116,2,0,60.72
I0011117,26,0,57.96
I0011118,3,0,57.96
I0011119,2,0,63.48
I0011120,2,0,60.72
I0011121,4,0,60.72
I0011122,0,1,60.72
I0011123,2,0,60.72
I0011124,7,0,60.72
I0011125,2,0,60.72
I0011126,12,0,56.58
I0011127,9,0,63.48
I0011128,0,1,58.02
I0011129,0,1,58.02
I0011130,1,0,63.48
I0011131,0,1,62.1
I0011132,3,0,56.58
I0011133,0,1,45.54
I0011134,-2,1,46.92
I0011135,0,1,46.92
I0011136,4,0,57.96
I0011137,2,0,63.48
I0011138,0,1,57.96
I0011139,0,1,60.72
I0011140,11,0,11.39
I0011141,19,0,11.39
I0011142,5,0,11.39
I0011143,9,0,11.39
I0011144,11,0,11.39
I0011145,8,0,11.39
I0011146,10,0,11.39
I0011147,14,0,11.39
I0011148,9,0,11.39
I0011149,0,1,35.88
I0011150,0,1,35.88
I0011151,0,1,41.4
I0011152,57,0,41.4
I0011153,56,0,41.4
I0011154,0,1,41.4
I0011155,0,1,41.4
I0011156,20,0,41.4
I0011157,0,1,31.05
I0011158,0,1,31.05
I0011159,0,1,31.05
I0011160,0,1,31.05
I0011161,1,0,33.12
I0011162,0,1,33.12
I0011163,1,0,33.12
I0011164,0,1,33.12
I0011165,0,1,33.12
I0011166,0,1,31.05
I0011167,0,1,33.12
I0011168,1,0,33.12
I0011169,0,1,33.12
I0011170,1,0,34.4
I0011171,0,1,34.4
I0011172,0,1,33.12
I0011173,0,1,33.12
I0011174,1,0,33.12
I0011175,0,1,33.12
I0011176,0,1,33.12
I0011177,0,1,33.12
I0011178,0,1,33.12
I0011179,0,1,33.12
I0011180,0,1,23.46
I0011181,0,1,15.18
I0011182,1,0,15.18
I0011183,0,1,62.1
I0011184,0,1,41.4
I0011185,3,0,41.4
I0011186,2,0,41.4
I0011187,71,0,38.64
I0011188,3,0,55.2
I0011189,6,0,51.06
I0011190,2,0,46.92
I0011191,14,0,49.68
I0011192,0,1,46.92
I0011193,2,0,46.92
I0011194,0,1,51.06
I0011195,1,0,62.1
I0011196,1,0,46.92
I0011197,2,0,49.68
I0011198,1,0,51.06
I0011199,-1,1,34.5
I0011200,2,0,37.26
I0011201,1,0,37.26
I0011202,0,1,14.15
I0011203,0,1,14.15
I0011204,0,1,14.15
I0011205,1,0,3.45
I0011206,55,0,3.45
I0011207,3,0,3.45
I0011208,0,1,3.45
I0011209,0,1,4
I0011210,0,1,3.31
I0011211,0,1,4
I0011212,0,1,4
I0011213,0,1,4
I0011214,0,1,4
I0011215,0,1,3.31
I0011216,0,1,4
I0011217,0,1,21.39
I0011218,-4,1,21.39
I0011219,0,1,21.39
I0011220,0,1,1.79
I0011221,0,1,1.79
I0011222,0,1,1.79
I0011223,0,1,2.07
I0011224,0,1,6.9
I0011225,2,0,6.9
I0011226,0,1,33.12
I0011227,814,0,5.18
I0011228,0,1,6.21
I0011229,564,0,5.18
I0011230,186,0,6.21
I0011231,0,1,6.9
I0011232,12,0,24.15
I0011233,2,0,5.52
I0011234,137,0,3.59
I0011235,81,0,3.66
I0011236,0,1,13.8
I0011237,48,0,40.02
I0011238,-1,1,40.02
I0011239,2,0,38.64
I0011240,27,0,40.02
I0011241,0,1,48.3
I0011242,0,1,40.12
I0011243,2,0,48.3
I0011244,0,1,42.85
I0011245,0,1,48.3
I0011246,0,1,41.4
I0011247,0,1,41.4
I0011248,0,1,41.4
I0011249,0,1,41.4
I0011250,0,1,41.4
I0011251,2,0,41.4
I0011252,3,0,41.4
I0011253,0,1,41.4
I0011254,0,1,41.4
I0011255,3,0,51.06
I0011256,26,0,51.06
I0011257,1,0,49.68
I0011258,0,1,51.06
I0011259,6,0,51.06
I0011260,0,1,51.06
I0011261,0,1,49.68
I0011262,8,0,49.68
I0011263,83,0,41.4
I0011264,17,0,38.64
I0011265,30,0,38.64
I0011266,151,0,35.88
I0011267,7,0,51.06
I0011268,41,0,38.64
I0011269,5,0,51.06
I0011270,1,0,45.54
I0011271,93,0,51.06
I0011272,64,0,51.06
I0011273,2,0,51.06
I0011274,6,0,51.06
I0011275,62,0,53.82
I0011276,477,0,45.54
I0011277,49,0,35.88
I0011278,7,0,45.54
I0011279,52,0,35.88
I0011280,8,0,45.54
I0011281,10,0,38.64
I0011282,17,0,38.64
I0011283,2,0,29.67
I0011284,2,0,24.84
I0011285,2,0,29.67
I0011286,2,0,29.67
I0011287,0,1,29.67
I0011288,0,1,29.67
I0011289,18,0,21.39
I0011290,28,0,20.36
I0011291,492,0,6.21
I0011292,435,0,6.62
I0011293,361,0,6.62
I0011294,28,0,6.9
I0011295,9,0,6.9
I0011296,41,0,8.28
I0011297,0,1,23.46
I0011298,3,0,9.66
I0011299,39,0,9.66
I0011300,29,0,9.66
I0011301,-2,1,55.2
I0011302,15,0,55.2
I0011303,0,1,55.2
I0011304,2,0,55.2
I0011305,1,0,53.13
I0011306,1,0,55.2
I0011307,0,1,55.2
I0011308,3,0,55.2
I0011309,4,0,55.2
I0011310,7,0,55.2
I0011311,0,1,52.44
I0011312,-2,1,55.2
I0011313,2,0,55.2
I0011314,2,0,55.2
I0011315,0,1,23.46
I0011316,0,1,30.36
I0011317,1,0,30.36
I0011318,0,1,7.45
I0011319,0,1,7.45
I0011320,0,1,7.45
I0011321,0,1,7.45
I0011322,0,1,7.45
I0011323,0,1,7.45
I0011324,0,1,7.45
I0011325,61,0,20.01
I0011326,0,1,20.7
I0011327,-1,1,29.67
I0011328,-1,1,29.67
I0011329,1,0,29.67
I0011330,6,0,29.67
I0011331,8,0,29.67
I0011332,4,0,29.67
I0011333,43,0,21.39
I0011334,25,0,9.66
I0011335,2,0,21.39
I0011336,2,0,21.39
I0011337,4,0,23.46
I0011338,4,0,23.46
I0011339,3,0,23.46
I0011340,0,1,23.46
I0011341,3,0,22.08
I0011342,3,0,23.46
I0011343,5,0,23.46
I0011344,13,0,24.84
I0011345,0,1,24.84
I0011346,0,1,22.77
I0011347,0,1,24.15
I0011348,-3,1,24.84
I0011349,14,0,24.84
I0011350,1,0,24.15
I0011351,15,0,24.84
I0011352,14,0,24.84
I0011353,0,1,24.15
I0011354,0,1,22.77
I0011355,25,0,24.84
I0011356,29,0,24.84
I0011357,0,1,22.77
I0011358,0,1,24.15
I0011359,21,0,24.84
I0011360,15,0,24.84
I0011361,0,1,22.77
I0011362,8,0,24.84
I0011363,24,0,24.84
I0011364,12,0,24.84
I0011365,35,0,24.84
I0011366,8,0,24.15
I0011367,18,0,24.84
I0011368,-6,1,24.84
I0011369,10,0,24.84
I0011370,19,0,24.84
I0011371,19,0,24.84
I0011372,20,0,24.84
I0011373,1,0,10.35
I0011374,0,1,21.53
I0011375,0,1,10.35
I0011376,0,1,10.35
I0011377,0,1,10.35
I0011378,0,1,11.04
I0011379,0,1,11.04
I0011380,0,1,10.35
I0011381,0,1,18.29
I0011382,3,0,18.29
I0011383,3,0,18.29
I0011384,0,1,18.29
I0011385,7,0,18.29
I0011386,0,1,18.29
I0011387,2,0,18.29
I0011388,0,1,18.29
I0011389,2,0,18.29
I0011390,0,1,27.6
I0011391,14,0,8.97
I0011392,0,1,26.22
I0011393,16,0,10.7
I0011394,11,0,9.66
I0011395,1,0,27.6
I0011396,18,0,8.97
I0011397,11,0,10.7
I0011398,16,0,10.7
I0011399,8,0,10.7
I0011400,1,0,27.6
I0011401,2,0,27.6
I0011402,2,0,27.6
I0011403,15,0,9.66
I0011404,17,0,10.7
I0011405,22,0,17.25
I0011406,27,0,17.25
I0011407,0,1,17.94
I0011408,0,1,16.96
I0011409,18,0,10.7
I0011410,0,1,27.6
I0011411,14,0,10.7
I0011412,69,0,20.7
I0011413,18,0,8.97
I0011414,12,0,10.7
I0011415,0,1,6.69
I0011416,7,0,10.7
I0011417,8,0,10.7
I0011418,0,1,27.6
I0011419,15,0,8.97
I0011420,24,0,8.97
I0011421,25,0,8.97
I0011422,2,0,27.6
I0011423,0,1,27.6
I0011424,67,0,20.01
I0011425,15,0,10.7
I0011426,18,0,8.97
I0011427,0,1,27.6
I0011428,13,0,10.7
I0011429,5,0,27.6
I0011430,3,0,27.6
I0011431,17,0,10.7
I0011432,18,0,8.97
I0011433,1,0,27.6
I0011434,15,0,10.7
I0011435,13,0,8.97
I0011436,0,1,27.6
I0011437,12,0,10.7
I0011438,16,0,10.7
I0011439,0,1,27.6
I0011440,2,0,27.6
I0011441,0,1,27.6
I0011442,-1,1,27.6
I0011443,65,0,21.39
I0011444,15,0,10.7
I0011445,3,0,27.6
I0011446,14,0,10.7
I0011447,0,1,27.6
I0011448,17,0,10.7
I0011449,12,0,10.7
I0011450,46,0,21.39
I0011451,11,0,27.6
I0011452,0,1,11.04
I0011453,0,1,48.3
I0011454,0,1,16.56
I0011455,0,1,17.94
I0011456,0,1,17.94
I0011457,0,1,16.56
I0011458,0,1,17.94
I0011459,0,1,12.2
I0011460,0,1,23.74
I0011461,0,1,12.14
I0011462,0,1,12.14
I0011463,0,1,12.14
I0011464,0,1,4.82
I0011465,42,0,8.28
I0011466,7,0,5.73
I0011467,5,0,5.73
I0011468,6,0,23.12
I0011469,9,0,5.73
I0011470,9,0,5.73
I0011471,37,0,8.63
I0011472,0,1,8.18
I0011473,1,0,23.12
I0011474,0,1,18.53
I0011475,0,1,31.46
I0011476,11,0,5.73
I0011477,20,0,8.18
I0011478,18,0,8.63
I0011479,49,0,8.28
I0011480,20,0,8.28
I0011481,8,0,5.73
I0011482,0,1,23.12
I0011483,0,1,5.73
I0011484,21,0,8.28
I0011485,13,0,5.73
I0011486,0,1,17.25
I0011487,0,1,17.25
I0011488,0,1,19.32
I0011489,-3,1,19.32
I0011490,156,0,17.94
I0011491,55,0,19.32
I0011492,0,1,19.32
I0011493,0,1,19.32
I0011494,75,0,17.94
I0011495,117,0,19.32
I0011496,63,0,17.94
I0011497,7,0,19.32
I0011498,159,0,17.94
I0011499,0,1,13.11
I0011500,0,1,13.11
I0011501,1,0,13.11
I0011502,4,0,13.11
I0011503,0,1,37.26
I0011504,0,1,37.26
I0011505,13,0,34.5
I0011506,0,1,37.26
I0011507,-3,1,37.26
I0011508,13,0,34.5
I0011509,21,0,34.5
I0011510,4,0,34.5
I0011511,8,0,37.26
I0011512,0,1,33.12
I0011513,0,1,22.77
I0011514,15,0,23.46
I0011515,19,0,23.46
I0011516,0,1,22.77
I0011517,3,0,23.46
I0011518,0,1,22.77
I0011519,17,0,24.84
I0011520,11,0,22.77
I0011521,14,0,24.84
I0011522,18,0,22.77
I0011523,0,1,22.77
I0011524,25,0,24.84
I0011525,23,0,24.84
I0011526,0,1,22.08
I0011527,12,0,10.35
I0011528,0,1,22.08
I0011529,47,0,10.35
I0011530,15,0,22.08
I0011531,25,0,10.35
I0011532,7,0,22.08
I0011533,20,0,22.08
I0011534,3,0,22.08
I0011535,3,0,11.04
I0011536,1,0,10.7
I0011537,26,0,10.35
I0011538,32,0,10.35
I0011539,20,0,8.28
I0011540,6,0,22.08
I0011541,0,1,22.08
I0011542,0,1,22.08
I0011543,-3,1,22.08
I0011544,3,0,11.04
I0011545,0,1,22.08
I0011546,2,0,11.04
I0011547,4,0,11.04
I0011548,20,0,22.08
I0011549,26,0,22.08
I0011550,0,1,5.45
I0011551,0,1,5.45
I0011552,10,0,20.36
I0011553,19,0,19.32
I0011554,26,0,20.7
I0011555,43,0,20.36
I0011556,24,0,19.32
I0011557,10,0,19.32
I0011558,19,0,19.32
I0011559,0,1,11.66
I0011560,2,0,34.5
I0011561,2,0,34.5
I0011562,1,0,28.98
I0011563,2,0,34.5
I0011564,6,0,34.5
I0011565,2,0,34.5
I0011566,14,0,34.5
I0011567,6,0,34.5
I0011568,8,0,34.5
I0011569,1,0,34.5
I0011570,1,0,34.5
I0011571,1,0,34.5
I0011572,4,0,34.5
I0011573,8,0,34.5
I0011574,23,0,31.74
I0011575,19,0,34.5
I0011576,0,1,34.5
I0011577,8,0,31.74
I0011578,25,0,31.74
I0011579,18,0,31.74
I0011580,33,0,31.74
I0011581,30,0,32.43
I0011582,11,0,34.5
I0011583,2,0,11.04
I0011584,0,1,11.04
I0011585,0,1,11.04
I0011586,0,1,11.04
I0011587,0,1,5.87
I0011588,3,0,6.56
I0011589,0,1,6.56
I0011590,0,1,6.56
I0011591,0,1,10.7
I0011592,2,0,8.63
I0011593,3,0,5.87
I0011594,4,0,6.56
I0011595,4,0,6.56
I0011596,1,0,8.97
I0011597,0,1,8.97
I0011598,0,1,5.87
I0011599,1,0,4.14
I0011600,0,1,6.56
I0011601,10,0,5.87
I0011602,0,1,10.7
I0011603,0,1,11.04
I0011604,3,0,6.56
I0011605,3,0,8.63
I0011606,3,0,8.63
I0011607,7,0,5.87
I0011608,3,0,5.87
I0011609,4,0,8.63
I0011610,3,0,5.87
I0011611,0,1,6.56
I0011612,19,0,5.24
I0011613,30,0,6.56
I0011614,0,1,5.87
I0011615,0,1,10.35
I0011616,0,1,6.56
I0011617,2,0,8.63
I0011618,0,1,6.56
I0011619,2,0,6.56
I0011620,6,0,6.56
I0011621,6,0,6.56
I0011622,3,0,6.56
I0011623,6,0,6.56
I0011624,17,0,6.56
I0011625,12,0,6.56
I0011626,16,0,6.56
I0011627,0,1,7.59
I0011628,0,1,6.56
I0011629,6,0,8.28
I0011630,22,0,6.56
I0011631,0,1,7.59
I0011632,1,0,7.59
I0011633,24,0,7.94
I0011634,0,1,6.9
I0011635,1,0,6.9
I0011636,0,1,6.9
I0011637,0,1,6.9
I0011638,0,1,6.9
I0011639,0,1,6.9
I0011640,13,0,5.87
I0011641,4,0,6.9
I0011642,0,1,6.9
I0011643,0,1,6.9
I0011644,0,1,4.14
I0011645,0,1,6.56
I0011646,0,1,6.56
I0011647,0,1,13.46
I0011648,26,0,13.8
I0011649,0,1,13.46
I0011650,23,0,13.8
I0011651,0,1,13.46
I0011652,27,0,13.46
I0011653,24,0,13.8
I0011654,16,0,13.46
I0011655,23,0,13.8
I0011656,0,1,11.04
I0011657,19,0,8.97
I0011658,18,0,8.97
I0011659,9,0,11.04
I0011660,12,0,8.97
I0011661,14,0,8.97
I0011662,29,0,8.97
I0011663,11,0,8.97
I0011664,14,0,11.04
I0011665,11,0,8.97
I0011666,19,0,8.97
I0011667,10,0,8.97
I0011668,0,1,9.66
I0011669,17,0,8.97
I0011670,37,0,9.66
I0011671,62,0,9.66
I0011672,0,1,15.18
I0011673,0,1,16.56
I0011674,1,0,15.17
I0011675,72,0,35.88
I0011676,3,0,6.9
I0011677,9,0,14.15
I0011678,9,0,13.8
I0011679,2,0,13.8
I0011680,0,1,14.49
I0011681,12,0,11.73
I0011682,3,0,13.8
I0011683,3,0,14.15
I0011684,1,0,13.8
I0011685,1,0,13.8
I0011686,2,0,13.8
I0011687,0,1,13.8
I0011688,0,1,14.49
I0011689,0,1,14.84
I0011690,1,0,15.18
I0011691,0,1,39.74
I0011692,18,0,8.97
I0011693,18,0,8.97
I0011694,0,1,11.04
I0011695,22,0,8.97
I0011696,0,1,11.04
I0011697,23,0,8.97
I0011698,16,0,8.97
I0011699,14,0,8.97
I0011700,14,0,8.97
I0011701,14,0,8.97
I0011702,9,0,11.04
I0011703,12,0,8.97
I0011704,17,0,8.97
I0011705,14,0,8.97
I0011706,18,0,8.97
I0011707,0,1,13.46
I0011708,3,0,13.46
I0011709,15,0,13.46
I0011710,0,1,13.46
I0011711,3,0,13.46
I0011712,4,0,13.46
I0011713,3,0,13.46
I0011714,4,0,13.46
I0011715,7,0,13.46
I0011716,0,1,13.46
I0011717,1,0,13.46
I0011718,1,0,13.46
I0011719,6,0,13.46
I0011720,0,1,13.46
I0011721,4,0,13.46
I0011722,0,1,13.46
I0011723,1,0,13.46
I0011724,0,1,13.46
I0011725,1,0,13.46
I0011726,13,0,13.46
I0011727,5,0,13.46
I0011728,3,0,13.46
I0011729,1,0,13.46
I0011730,14,0,13.46
I0011731,3,0,13.46
I0011732,7,0,13.46
I0011733,4,0,13.46
I0011734,5,0,13.46
I0011735,4,0,13.46
I0011736,5,0,13.46
I0011737,3,0,13.46
I0011738,3,0,13.46
I0011739,7,0,13.46
I0011740,6,0,13.46
I0011741,6,0,13.46
I0011742,3,0,13.46
I0011743,4,0,13.46
I0011744,1,0,13.46
I0011745,6,0,13.46
I0011746,1,0,13.46
I0011747,3,0,13.46
I0011748,3,0,13.46
I0011749,43,0,11.04
I0011750,13,0,8.97
I0011751,12,0,8.97
I0011752,9,0,11.04
I0011753,23,0,20.01
I0011754,0,1,28.98
I0011755,0,1,12.08
I0011756,14,0,8.97
I0011757,0,1,11.11
I0011758,26,0,12.08
I0011759,1,0,28.98
I0011760,15,0,12.08
I0011761,1,0,6.9
I0011762,1,0,28.98
I0011763,25,0,12.08
I0011764,0,1,12.08
I0011765,16,0,8.97
I0011766,28,0,12.08
I0011767,0,1,11.04
I0011768,1,0,28.98
I0011769,0,1,12.08
I0011770,0,1,28.98
I0011771,23,0,12.08
I0011772,1,0,30.36
I0011773,16,0,12.08
I0011774,0,1,6.9
I0011775,2,0,27.6
I0011776,29,0,12.08
I0011777,2,0,28.98
I0011778,3,0,28.98
I0011779,92,0,20.01
I0011780,138,0,20.01
I0011781,2,0,28.98
I0011782,0,1,28.98
I0011783,3,0,11.11
I0011784,27,0,21.39
I0011785,45,0,20.01
I0011786,64,0,20.01
I0011787,28,0,12.08
I0011788,14,0,8.97
I0011789,3,0,11.11
I0011790,19,0,12.08
I0011791,40,0,20.01
I0011792,2,0,28.98
I0011793,9,0,11.04
I0011794,16,0,8.97
I0011795,25,0,20.01
I0011796,1,0,28.98
I0011797,45,0,20.01
I0011798,21,0,12.08
I0011799,16,0,8.97
I0011800,2,0,28.98
I0011801,2,0,11.04
I0011802,17,0,12.08
I0011803,0,1,11.39
I0011804,2,0,28.98
I0011805,0,1,28.98
I0011806,0,1,28.98
I0011807,22,0,12.08
I0011808,4,0,28.98
I0011809,1,0,11.11
I0011810,14,0,8.97
I0011811,0,1,11.11
I0011812,56,0,20.01
I0011813,1,0,28.98
I0011814,3,0,11.11
I0011815,3,0,28.98
I0011816,1,0,28.98
I0011817,3,0,11.04
I0011818,7,0,11.11
I0011819,23,0,20.01
I0011820,76,0,20.01
I0011821,0,1,17.94
I0011822,23,0,18.63
I0011823,1,0,18.63
I0011824,43,0,17.94
I0011825,3,0,18.63
I0011826,8,0,18.63
I0011827,0,1,20.7
I0011828,4,0,20.7
I0011829,4,0,20.7
I0011830,0,1,20.7
I0011831,0,1,20.7
I0011832,0,1,20.7
I0011833,0,1,34.5
I0011834,11,0,15.18
I0011835,-4,1,14.49
I0011836,2,0,14.49
I0011837,11,0,12.42
I0011838,0,1,15.18
I0011839,37,0,13.11
I0011840,29,0,14.49
I0011841,9,0,12.2
I0011842,1,0,14.49
I0011843,1,0,14.49
I0011844,30,0,15.18
I0011845,19,0,15.18
I0011846,9,0,15.18
I0011847,8,0,14.49
I0011848,43,0,15.18
I0011849,2,0,15.18
I0011850,0,1,17.25
I0011851,2,0,17.94
I0011852,46,0,17.94
I0011853,1,0,17.94
I0011854,14,0,18.63
I0011855,3,0,18.63
I0011856,113,0,17.94
I0011857,123,0,17.94
I0011858,0,1,34.5
I0011859,8,0,17.94
I0011860,18,0,17.94
I0011861,3,0,17.94
I0011862,22,0,17.25
I0011863,7,0,17.25
I0011864,15,0,17.94
I0011865,6,0,17.94
I0011866,11,0,17.25
I0011867,0,1,16.56
I0011868,14,0,7.59
I0011869,1,0,6.56
I0011870,0,1,6.56
I0011871,1,0,6.56
I0011872,0,1,6.9
I0011873,0,1,6.56
I0011874,17,0,9.66
I0011875,1,0,15.73
I0011876,1,0,2.76
I0011877,0,1,2.76
I0011878,0,1,16.56
I0011879,2,0,16.56
I0011880,2,0,4.51
I0011881,0,1,4.89
I0011882,2,0,28.32
I0011883,5,0,28.32
I0011884,3,0,28.32
I0011885,5,0,22.08
I0011886,12,0,17.94
I0011887,9,0,17.94
I0011888,8,0,20.01
I0011889,14,0,17.94
I0011890,3,0,28.32
I0011891,8,0,28.32
I0011892,61,0,28.65
I0011893,24,0,28.98
I0011894,1,0,28.65
I0011895,12,0,28.98
I0011896,17,0,28.98
I0011897,29,0,30.36
I0011898,3,0,28.98
I0011899,0,1,28.98
I0011900,24,0,28.98
I0011901,18,0,28.65
I0011902,3,0,37.26
I0011903,2,0,37.26
I0011904,4,0,37.26
I0011905,0,1,37.26
I0011906,2,0,37.26
I0011907,4,0,37.26
I0011908,2,0,37.26
I0011909,3,0,37.26
I0011910,0,1,37.26
I0011911,2,0,37.26
I0011912,2,0,37.26
I0011913,2,0,37.26
I0011914,3,0,37.26
I0011915,0,1,14.15
I0011916,10,0,5.37
I0011917,1,0,4.97
I0011918,0,1,3.45
I0011919,0,1,27.6
I0011920,0,1,22.77
I0011921,0,1,30.36
I0011922,23,0,24.84
I0011923,0,1,15.18
I0011924,0,1,15.18
I0011925,0,1,16.56
I0011926,0,1,15.18
I0011927,0,1,15.18
I0011928,0,1,16.56
I0011929,0,1,15.18
I0011930,0,1,15.18
I0011931,0,1,16.56
I0011932,1,0,15.18
I0011933,0,1,15.18
I0011934,0,1,15.18
I0011935,-6,1,27.6
I0011936,0,1,9.51
I0011937,0,1,17.94
I0011938,0,1,17.94
I0011939,19,0,17.94
I0011940,0,1,17.94
I0011941,0,1,17.94
I0011942,1,0,17.94
I0011943,2,0,17.94
I0011944,0,1,17.94
I0011945,0,1,17.94
I0011946,0,1,17.94
I0011947,0,1,17.94
I0011948,0,1,17.94
I0011949,0,1,17.25
I0011950,70,0,17.25
I0011951,1,0,15.53
I0011952,-1,1,15.53
I0011953,0,1,15.53
I0011954,13,0,16.22
I0011955,0,1,16.22
I0011956,0,1,15.53
I0011957,16,0,12.77
I0011958,9,0,12.77
I0011959,0,1,17.94
I0011960,14,0,12.77
I0011961,3,0,15.18
I0011962,7,0,17.94
I0011963,0,1,15.18
I0011964,5,0,17.94
I0011965,14,0,12.77
I0011966,19,0,12.77
I0011967,1,0,17.94
I0011968,8,0,17.94
I0011969,2,0,17.94
I0011970,18,0,12.77
I0011971,5,0,15.18
I0011972,33,0,12.77
I0011973,16,0,12.77
I0011974,14,0,12.77
I0011975,11,0,15.18
I0011976,20,0,12.77
I0011977,0,1,24.84
I0011978,2,0,24.84
I0011979,0,1,3.75
I0011980,2,0,22.77
I0011981,1,0,23.46
I0011982,2,0,23.46
I0011983,0,1,22.77
I0011984,1,0,22.77
I0011985,0,1,23.46
I0011986,3,0,23.46
I0011987,0,1,24.15
I0011988,375,0,40.02
I0011989,0,1,10.7
I0011990,5,0,10.7
I0011991,147,0,8.97
I0011992,1,0,10.7
I0011993,1,0,3.45
I0011994,1,0,3.45
I0011995,28,0,38.64
I0011996,28,0,42.78
I0011997,11,0,42.78
I0011998,35,0,42.78
I0011999,0,1,33.12
I0012000,0,1,37.26
I0012001,1,0,13.66
I0012002,19,0,62.1
I0012003,10,0,62.1
I0012004,0,1,1.38
I0012005,0,1,1.38
I0012006,0,1,138
I0012007,1,0,4.14
I0012008,1,0,4.14
I0012009,1,0,4.14
I0012010,1,0,2.76
I0012011,1,0,4.14
I0012012,1,0,2.76
I0012013,1,0,4.14
I0012014,1,0,4.14
I0012015,1,0,4.14
I0012016,1,0,2.76
I0012017,1,0,4.14
I0012018,1,0,4.14
I0012019,1,0,4.14
I0012020,25,0,19.32
I0012021,2,0,30.36
I0012022,8,0,30.36
I0012023,0,1,30.36
I0012024,3,0,30.36
I0012025,2,0,30.36
I0012026,13,0,30.36
I0012027,0,1,30.36
I0012028,3,0,30.36
I0012029,1,0,30.36
I0012030,-4,1,30.36
I0012031,2,0,30.36
I0012032,9,0,30.36
I0012033,21,0,15.79
I0012034,40,0,15.79
I0012035,6,0,16.56
I0012036,26,0,16.56
I0012037,2,0,15.79
I0012038,0,1,15.79
I0012039,0,1,16.56
I0012040,0,1,60.72
I0012041,2,0,63.48
I0012042,0,1,63.48
I0012043,0,1,62.1
I0012044,0,1,63.48
I0012045,-2,1,63.48
I0012046,0,1,20.7
I0012047,0,1,20.7
I0012048,0,1,17.35
I0012049,0,1,23.46
I0012050,0,1,22.77
I0012051,0,1,22.77
I0012052,2,0,22.77
I0012053,1,0,22.77
I0012054,20,0,23.46
I0012055,0,1,22.77
I0012056,1,0,23.46
I0012057,0,1,21.39
I0012058,2,0,56.83
I0012059,0,1,56.83
I0012060,1,0,56.83
I0012061,0,1,56.83
I0012062,1,0,56.83
I0012063,4,0,56.83
I0012064,3,0,56.83
I0012065,0,1,52.63
I0012066,1,0,52.63
I0012067,1,0,52.63
I0012068,0,1,52.63
I0012069,28,0,9.66
I0012070,0,1,10.35
I0012071,4,0,11.04
I0012072,0,1,10.35
I0012073,4,0,10.35
I0012074,3,0,11.04
I0012075,1,0,11.04
I0012076,41,0,10.7
I0012077,44,0,10.7
I0012078,38,0,10.7
I0012079,3,0,4.14
I0012080,0,1,4.49
I0012081,0,1,3.45
I0012082,0,1,3.45
I0012083,0,1,2.07
I0012084,0,1,2.21
I0012085,0,1,1.93
I0012086,0,1,1.93
I0012087,0,1,1.93
I0012088,0,1,6.03
I0012089,0,1,2.28
I0012090,0,1,2.28
I0012091,1,0,37.36
I0012092,0,1,37.36
I0012093,0,1,37.36
I0012094,0,1,37.36
I0012095,0,1,37.36
I0012096,0,1,37.36
I0012097,0,1,37.36
I0012098,0,1,37.36
I0012099,4,0,20.7
I0012100,0,1,9.92
I0012101,0,1,11.73
I0012102,0,1,11.73
I0012103,0,1,9.92
I0012104,0,1,11.73
I0012105,0,1,9.78
I0012106,1,0,11.73
I0012107,6,0,23.46
I0012108,8,0,23.46
I0012109,1,0,12.42
I0012110,1,0,9.94
I0012111,2,0,9.94
I0012112,2,0,33.81
I0012113,0,1,62.1
I0012114,0,1,64.86
I0012115,0,1,62.1
I0012116,0,1,63.48
I0012117,0,1,60.72
I0012118,47,0,5.87
I0012119,47,0,5.87
I0012120,22,0,5.18
I0012121,3,0,6.21
I0012122,0,1,26.22
I0012123,1,0,14.15
I0012124,61,0,30.36
I0012125,3,0,11.04
I0012126,0,1,26.22
I0012127,25,0,22.08
I0012128,0,1,33.12
I0012129,0,1,40.02
I0012130,0,1,48.41
I0012131,1,0,61.04
I0012132,0,1,61.04
I0012133,0,1,61.04
I0012134,0,1,61.04
I0012135,1,0,61.04
I0012136,0,1,61.04
I0012137,2,0,61.04
I0012138,0,1,61.04
I0012139,7,0,24.84
I0012140,7,0,24.84
I0012141,2,0,26.91
I0012142,4,0,26.91
I0012143,0,1,26.91
I0012144,10,0,26.91
I0012145,70,0,20.01
I0012146,42,0,20.01
I0012147,17,0,20.01
I0012148,33,0,20.01
I0012149,82,0,20.01
I0012150,66,0,20.01
I0012151,29,0,20.01
